Event,Sport,Season,Year,0
"Canoeing Men's Kayak Doubles, 500 metres",Canoeing,Summer,2004,38
"Canoeing Men's Kayak Doubles, 500 metres",Canoeing,Summer,2008,32
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1964,56
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1968,76
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1972,80
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1976,80
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1980,48
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1984,60
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1988,72
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1992,72
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,1996,64
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,2000,52
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,2004,40
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,2008,40
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,2012,40
"Canoeing Men's Kayak Fours, 1,000 metres",Canoeing,Summer,2016,56
Canoeing Men's Kayak Relay 4 x 500 metres,Canoeing,Summer,1960,73
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1936,15
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1948,15
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1952,20
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1956,13
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1960,22
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1964,15
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1968,21
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1972,24
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1976,19
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1980,20
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1984,19
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1988,19
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1992,26
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,1996,23
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,2000,31
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,2004,25
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,2008,26
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,2012,22
"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Summer,2016,21
"Canoeing Men's Kayak Singles, 10,000 metres",Canoeing,Summer,1936,15
"Canoeing Men's Kayak Singles, 10,000 metres",Canoeing,Summer,1948,13
"Canoeing Men's Kayak Singles, 10,000 metres",Canoeing,Summer,1952,17
"Canoeing Men's Kayak Singles, 10,000 metres",Canoeing,Summer,1956,11
"Canoeing Men's Kayak Singles, 200 metres",Canoeing,Summer,2012,20
"Canoeing Men's Kayak Singles, 200 metres",Canoeing,Summer,2016,22
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,1976,18
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,1980,17
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,1984,19
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,1988,18
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,1992,28
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,1996,26
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,2000,31
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,2004,28
"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Summer,2008,29
"Canoeing Men's Kayak Singles, Slalom",Canoeing,Summer,1972,37
"Canoeing Men's Kayak Singles, Slalom",Canoeing,Summer,1992,44
"Canoeing Men's Kayak Singles, Slalom",Canoeing,Summer,1996,44
"Canoeing Men's Kayak Singles, Slalom",Canoeing,Summer,2000,23
"Canoeing Men's Kayak Singles, Slalom",Canoeing,Summer,2004,25
"Canoeing Men's Kayak Singles, Slalom",Canoeing,Summer,2008,21
"Canoeing Men's Kayak Singles, Slalom",Canoeing,Summer,2012,22
"Canoeing Men's Kayak Singles, Slalom",Canoeing,Summer,2016,21
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1960,22
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1964,20
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1968,22
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1972,24
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1976,28
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1980,24
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1984,20
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1988,30
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1992,36
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,1996,40
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,2000,26
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,2004,30
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,2008,34
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,2012,34
"Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Summer,2016,30
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,1984,28
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,1988,52
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,1992,64
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,1996,64
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,2000,40
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,2004,40
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,2008,40
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,2012,44
"Canoeing Women's Kayak Fours, 500 metres",Canoeing,Summer,2016,56
"Canoeing Women's Kayak Singles, 200 metres",Canoeing,Summer,2012,29
"Canoeing Women's Kayak Singles, 200 metres",Canoeing,Summer,2016,28
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1948,10
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1952,13
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1956,10
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1960,13
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1964,13
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1968,13
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1972,15
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1976,15
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1980,11
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1984,11
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1988,15
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1992,16
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,1996,23
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,2000,17
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,2004,23
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,2008,25
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,2012,25
"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Summer,2016,27
"Canoeing Women's Kayak Singles, Slalom",Canoeing,Summer,1972,22
"Canoeing Women's Kayak Singles, Slalom",Canoeing,Summer,1992,26
"Canoeing Women's Kayak Singles, Slalom",Canoeing,Summer,1996,30
"Canoeing Women's Kayak Singles, Slalom",Canoeing,Summer,2000,20
"Canoeing Women's Kayak Singles, Slalom",Canoeing,Summer,2004,19
"Canoeing Women's Kayak Singles, Slalom",Canoeing,Summer,2008,21
"Canoeing Women's Kayak Singles, Slalom",Canoeing,Summer,2012,21
"Canoeing Women's Kayak Singles, Slalom",Canoeing,Summer,2016,21
Cricket Men's Cricket,Cricket,Summer,1900,24
Croquet Mixed Doubles,Croquet,Summer,1900,2
"Croquet Mixed Singles, One Ball",Croquet,Summer,1900,9
"Croquet Mixed Singles, Two Balls",Croquet,Summer,1900,8
Cross Country Skiing Men's 10 kilometres,Cross Country Skiing,Winter,1992,110
Cross Country Skiing Men's 10 kilometres,Cross Country Skiing,Winter,1994,88
Cross Country Skiing Men's 10 kilometres,Cross Country Skiing,Winter,1998,96
Cross Country Skiing Men's 10/10 kilometres Pursuit,Cross Country Skiing,Winter,2002,83
Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing,Winter,1992,102
Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing,Winter,1994,76
Cross Country Skiing Men's 10/15 kilometres Pursuit,Cross Country Skiing,Winter,1998,73
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1956,62
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1960,54
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1964,71
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1968,75
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1972,62
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1976,80
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1980,63
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1984,91
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,1988,90
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,2002,67
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,2006,99
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,2010,95
Cross Country Skiing Men's 15 kilometres,Cross Country Skiing,Winter,2014,91
Cross Country Skiing Men's 18 kilometres,Cross Country Skiing,Winter,1924,41
Cross Country Skiing Men's 18 kilometres,Cross Country Skiing,Winter,1928,49
Cross Country Skiing Men's 18 kilometres,Cross Country Skiing,Winter,1932,42
Cross Country Skiing Men's 18 kilometres,Cross Country Skiing,Winter,1936,75
Cross Country Skiing Men's 18 kilometres,Cross Country Skiing,Winter,1948,84
Cross Country Skiing Men's 18 kilometres,Cross Country Skiing,Winter,1952,80
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1956,54
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1960,48
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1964,69
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1968,66
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1972,59
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1976,69
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1980,56
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1984,72
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1988,90
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1992,86
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1994,74
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,1998,71
Cross Country Skiing Men's 30 kilometres,Cross Country Skiing,Winter,2002,78
Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing,Winter,2006,76
Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing,Winter,2010,64
Cross Country Skiing Men's 30 km Skiathlon,Cross Country Skiing,Winter,2014,68
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1936,64
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1948,44
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1952,52
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1956,56
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1960,44
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1964,60
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1968,60
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1972,56
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1976,64
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1980,39
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1984,68
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1988,64
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1992,64
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1994,56
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,1998,79
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,2002,60
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,2006,64
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,2010,56
Cross Country Skiing Men's 4 x 10 kilometres Relay,Cross Country Skiing,Winter,2014,64
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1924,33
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1928,41
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1932,32
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1936,36
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1948,28
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1952,36
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1956,33
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1960,31
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1964,41
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1968,51
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1972,40
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1976,58
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1980,43
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1984,54
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1988,74
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1992,73
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1994,65
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,1998,74
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,2002,61
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,2006,79
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,2010,53
Cross Country Skiing Men's 50 kilometres,Cross Country Skiing,Winter,2014,64
Cross Country Skiing Men's Sprint,Cross Country Skiing,Winter,2002,71
Cross Country Skiing Men's Sprint,Cross Country Skiing,Winter,2006,80
Cross Country Skiing Men's Sprint,Cross Country Skiing,Winter,2010,62
Cross Country Skiing Men's Sprint,Cross Country Skiing,Winter,2014,86
Cross Country Skiing Men's Team Sprint,Cross Country Skiing,Winter,2006,48
Cross Country Skiing Men's Team Sprint,Cross Country Skiing,Winter,2010,44
Cross Country Skiing Men's Team Sprint,Cross Country Skiing,Winter,2014,44
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1952,20
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1956,40
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1960,24
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1964,35
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1968,34
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1972,42
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1976,44
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1980,38
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1984,52
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,1988,52
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,2002,61
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,2006,72
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,2010,78
Cross Country Skiing Women's 10 kilometres,Cross Country Skiing,Winter,2014,75
Cross Country Skiing Women's 15 kilometres,Cross Country Skiing,Winter,1992,53
Cross Country Skiing Women's 15 kilometres,Cross Country Skiing,Winter,1994,54
Cross Country Skiing Women's 15 kilometres,Cross Country Skiing,Winter,1998,65
Cross Country Skiing Women's 15 kilometres,Cross Country Skiing,Winter,2002,60
Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing,Winter,2006,67
Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing,Winter,2010,66
Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing,Winter,2014,61
Cross Country Skiing Women's 20 kilometres,Cross Country Skiing,Winter,1984,40
Cross Country Skiing Women's 20 kilometres,Cross Country Skiing,Winter,1988,55
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,Winter,1956,30
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,Winter,1960,15
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,Winter,1964,24
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,Winter,1968,24
Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing,Winter,1972,33
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,Winter,1992,57
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,Winter,1994,53
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,Winter,1998,63
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,Winter,2002,50
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,Winter,2006,61
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,Winter,2010,53
Cross Country Skiing Women's 30 kilometres,Cross Country Skiing,Winter,2014,57
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,1976,36
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,1980,32
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,1984,48
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,1988,48
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,1992,52
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,1994,56
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,1998,64
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,2002,52
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,2006,68
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,2010,64
Cross Country Skiing Women's 4 x 5 kilometres Relay,Cross Country Skiing,Winter,2014,56
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1964,32
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1968,34
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1972,43
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1976,44
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1980,38
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1984,52
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1988,55
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1992,62
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1994,62
Cross Country Skiing Women's 5 kilometres,Cross Country Skiing,Winter,1998,79
Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing,Winter,1992,58
Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing,Winter,1994,55
Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing,Winter,1998,69
Cross Country Skiing Women's 5/5 kilometres Pursuit,Cross Country Skiing,Winter,2002,73
Cross Country Skiing Women's Sprint,Cross Country Skiing,Winter,2002,58
Cross Country Skiing Women's Sprint,Cross Country Skiing,Winter,2006,66
Cross Country Skiing Women's Sprint,Cross Country Skiing,Winter,2010,54
Cross Country Skiing Women's Sprint,Cross Country Skiing,Winter,2014,67
Cross Country Skiing Women's Team Sprint,Cross Country Skiing,Winter,2006,32
Cross Country Skiing Women's Team Sprint,Cross Country Skiing,Winter,2010,36
Cross Country Skiing Women's Team Sprint,Cross Country Skiing,Winter,2014,32
Curling Men's Curling,Curling,Winter,1924,16
Curling Men's Curling,Curling,Winter,1998,40
Curling Men's Curling,Curling,Winter,2002,49
Curling Men's Curling,Curling,Winter,2006,45
Curling Men's Curling,Curling,Winter,2010,47
Curling Men's Curling,Curling,Winter,2014,44
Curling Women's Curling,Curling,Winter,1998,40
Curling Women's Curling,Curling,Winter,2002,47
Curling Women's Curling,Curling,Winter,2006,46
Curling Women's Curling,Curling,Winter,2010,46
Curling Women's Curling,Curling,Winter,2014,43
Cycling Men's 1 mile,Cycling,Summer,1904,8
"Cycling Men's 1,000 metres Time Trial",Cycling,Summer,1928,16
